Tag,UserID,Answers,Accepted,Votes,Reputation,AvgAnswerLength,AvgAcceptedLength,LastActiveTime,Days,Score
jpa,417791,0,1,1,3312,0,268,1394029986,321,1.02228
jpa,516188,0,1,1,2171,0,497,1405403762,189,1.02228
jpa,599765,0,1,1,1294,0,500,1415086215,77,1.02228
jpa,1272821,0,1,1,106,0,1326,1408918009,148,1.02228
jpa,767143,0,1,1,793,0,560,1402466303,223,1.02228
jpa,2274220,0,1,1,387,0,250,1390743519,359,1.02228
jpa,1209187,0,1,1,486,0,328,1409744338,139,1.02228
jpa,143585,0,1,1,11229,0,363,1412706467,104,1.02228
jpa,4437973,0,1,1,26,0,379,1420827898,10,1.02228
jpa,676326,0,1,1,799,0,582,1391664386,348,1.02228
jpa,2044957,0,1,1,97,0,234,1410507528,130,1.02228
jpa,100836,0,1,1,3564,0,539,1400514360,246,1.02228
jpa,989257,0,1,1,638,0,1388,1415090661,77,1.02228
jpa,1068099,0,1,1,101,0,544,1401276727,237,1.02228
jpa,256196,0,1,1,150760,0,93,1419660366,24,1.02228
jpa,1490144,0,1,1,677,0,836,1410984817,124,1.02228
jpa,3014279,0,1,1,103,0,450,1407971734,159,1.02228
jpa,4214580,0,1,1,26,0,839,1417980701,43,1.02228
jpa,569076,0,1,1,1642,0,602,1407424758,166,1.02228
multithreading,1778115,0,1,1,72,0,553,1396706998,290,1.02228
multithreading,426812,0,1,1,3657,0,977,1402497274,223,1.02228
multithreading,1170461,0,1,1,440,0,481,1393680705,325,1.02228
multithreading,1828937,0,1,1,2150,0,288,1400425965,247,1.02228
multithreading,710355,0,1,1,3459,0,114,1394562720,314,1.02228
multithreading,205494,0,1,1,4266,0,1142,1417415257,50,1.02228
multithreading,2622959,0,1,1,2469,0,1216,1399972154,252,1.02228
multithreading,2622936,0,1,1,300,0,165,1394811057,312,1.02228
multithreading,213901,0,1,1,6230,0,414,1396928138,287,1.02228
multithreading,1057218,0,1,1,629,0,1056,1416609998,59,1.02228
multithreading,1759845,0,1,1,9002,0,535,1392399779,339,1.02228
multithreading,4205192,0,1,1,16,0,543,1416868265,56,1.02228
multithreading,507099,0,1,1,9538,0,5583,1394979157,310,1.02228
multithreading,882200,0,1,1,2491,0,785,1392847411,334,1.02228
multithreading,2499035,0,1,1,2409,0,1236,1410972412,125,1.02228
multithreading,223301,0,1,1,986,0,13075,1409164751,145,1.02228
multithreading,2691614,0,1,1,153,0,596,1412059088,112,1.02228
multithreading,2157240,0,1,1,2746,0,115,1417532592,49,1.02228
multithreading,3143460,0,1,1,691,0,1309,1405597443,187,1.02228
multithreading,92463,0,1,1,1185,0,746,1403996369,205,1.02228
multithreading,31506,0,1,1,12068,0,663,1390754076,359,1.02228
multithreading,1098603,0,1,1,1944,0,739,1420029241,20,1.02228
multithreading,2424380,0,1,1,537,0,966,1394615437,314,1.02228
multithreading,1112503,0,1,1,1400,0,1092,1411505416,118,1.02228
multithreading,3772464,0,1,1,76,0,214,1406127686,181,1.02228
multithreading,1900071,0,1,1,1368,0,3816,1396037942,297,1.02228
multithreading,1735981,0,1,1,384,0,272,1415615842,71,1.02228
multithreading,1628375,0,1,1,14493,0,450,1399331993,259,1.02228
multithreading,1695163,0,1,1,8230,0,930,1405006294,194,1.02228
multithreading,1335879,0,1,1,238,0,291,1395495874,304,1.02228
multithreading,1393766,0,1,1,40100,0,2260,1405794139,184,1.02228
multithreading,4203283,0,1,1,156,0,188,1415365735,74,1.02228
multithreading,299437,0,1,1,26,0,641,1413407361,96,1.02228
multithreading,361902,0,1,1,1975,0,755,1397848456,276,1.02228
multithreading,3492938,0,1,1,1425,0,389,1401880723,230,1.02228
multithreading,1212960,0,1,1,6196,0,609,1403588121,210,1.02228
multithreading,2438155,0,1,1,511,0,319,1394650150,313,1.02228
multithreading,563088,0,1,1,32284,0,1878,1409898394,137,1.02228
multithreading,3085633,0,1,1,1042,0,284,1419181445,29,1.02228
multithreading,1366913,0,1,1,482,0,432,1390394535,363,1.02228
multithreading,3483246,0,1,1,51,0,915,1396352814,294,1.02228
multithreading,2711649,0,1,1,63,0,290,1413227033,98,1.02228
multithreading,1251712,0,1,1,81,0,471,1389062549,378,1.02228
multithreading,2400454,0,1,1,1680,0,738,1409698865,139,1.02228
multithreading,371250,0,1,1,23340,0,1188,1395145210,308,1.02228
multithreading,3336733,0,1,1,36,0,404,1407998894,159,1.02228
multithreading,3132866,0,1,1,132,0,881,1388639431,383,1.02228
multithreading,1030113,0,1,1,976,0,462,1394987698,310,1.02228
multithreading,1960428,0,1,1,38,0,1285,1400144571,250,1.02228
multithreading,3332355,0,1,1,136,0,841,1401777982,231,1.02228
multithreading,3439968,0,1,1,413,0,495,1411674061,116,1.02228
multithreading,3111978,0,1,1,300,0,311,1394575625,314,1.02228
multithreading,663280,0,1,1,1205,0,164,1416925371,56,1.02228
multithreading,623220,0,1,1,738,0,370,1400398877,247,1.02228
multithreading,2514,0,1,1,2039,0,358,1402810284,219,1.02228
multithreading,2428802,0,1,1,1574,0,698,1395951797,298,1.02228
multithreading,260424,0,1,1,2412,0,522,1391698266,348,1.02228
multithreading,3917933,0,1,1,91,0,841,1414008032,89,1.02228
multithreading,4071229,0,1,1,126,0,1625,1412355995,108,1.02228
multithreading,938573,0,1,1,2465,0,277,1405279751,190,1.02228
multithreading,557179,0,1,1,16588,0,786,1418271855,40,1.02228
multithreading,913286,0,1,1,1145,0,1285,1401627815,233,1.02228
multithreading,3054411,0,1,1,820,0,1172,1390131317,366,1.02228
multithreading,1606867,0,1,1,781,0,320,1388915897,380,1.02228
multithreading,474287,0,1,1,2667,0,727,1396001876,298,1.02228
multithreading,1805640,0,1,1,2110,0,1869,1405404048,189,1.02228
multithreading,928331,0,1,1,53,0,263,1414961757,78,1.02228
multithreading,20277,0,1,1,2751,0,1681,1417800920,45,1.02228
multithreading,419449,0,1,1,2003,0,1134,1393017726,332,1.02228
multithreading,3988300,0,1,1,157,0,342,1412714628,104,1.02228
multithreading,916382,0,1,1,624,0,661,1411204878,122,1.02228
multithreading,2108972,0,1,1,2378,0,289,1405067468,193,1.02228
multithreading,1313268,0,1,1,2697,0,700,1395795726,300,1.02228
multithreading,1019196,0,1,1,41,0,549,1403304863,213,1.02228
multithreading,2816916,0,1,1,147,0,495,1419773943,23,1.02228
multithreading,1967327,0,1,1,367,0,1636,1396789656,289,1.02228
multithreading,2456113,0,1,1,426,0,4210,1419257667,29,1.02228
multithreading,1334258,0,1,1,125,0,983,1406233035,179,1.02228
multithreading,936832,0,1,1,15792,0,459,1401267211,237,1.02228
multithreading,746569,0,1,1,1153,0,568,1395477110,304,1.02228
multithreading,1806005,0,1,1,793,0,618,1413232677,98,1.02228
multithreading,772000,0,1,1,4000,0,943,1390417957,362,1.02228
multithreading,1297641,0,1,1,1864,0,969,1405079110,193,1.02228
multithreading,396255,0,1,1,1648,0,293,1400925649,241,1.02228
multithreading,2509965,0,1,1,351,0,1326,1397370617,282,1.02228
multithreading,1386248,0,1,1,201,0,595,1401301194,236,1.02228
multithreading,2268061,0,1,1,1403,0,772,1393791488,323,1.02228
multithreading,696097,0,1,1,752,0,906,1400145863,250,1.02228
multithreading,392812,0,1,1,191,0,1655,1404912880,195,1.02228
multithreading,2717954,0,1,1,354,0,127,1413491179,95,1.02228
multithreading,238242,0,1,1,2123,0,1554,1413906049,91,1.02228
multithreading,1288725,0,1,1,5028,0,233,1417415778,50,1.02228
multithreading,504554,0,1,1,1644,0,279,1417173715,53,1.02228
multithreading,2439678,0,1,1,46,0,1180,1407299543,167,1.02228
multithreading,4132613,0,1,1,39,0,858,1413151140,99,1.02228
multithreading,2313887,0,1,1,33508,0,5167,1410512117,130,1.02228
multithreading,1499705,0,1,1,650,0,2147,1394698770,313,1.02228
multithreading,2285293,0,1,1,31,0,295,1413207958,99,1.02228
multithreading,407549,0,1,1,679,0,2315,1391617902,349,1.02228
multithreading,2636001,0,1,1,2146,0,486,1395368609,305,1.02228
multithreading,3189923,0,1,1,4084,0,1382,1409498388,142,1.02228
multithreading,1232306,0,1,1,310,0,439,1415626008,71,1.02228
multithreading,1315117,0,1,1,194,0,1380,1394139178,319,1.02228
multithreading,193004,0,1,1,1566,0,3261,1396091924,297,1.02228
multithreading,941206,0,1,1,3081,0,1128,1393505289,327,1.02228
multithreading,719023,0,1,1,1622,0,1693,1404393697,201,1.02228
multithreading,3698714,0,1,1,475,0,604,1401734479,231,1.02228
multithreading,1060955,0,1,1,118,0,970,1408918145,148,1.02228
multithreading,2444240,0,1,1,1037,0,155,1404747197,197,1.02228
multithreading,2985541,0,1,1,86,0,802,1404416689,200,1.02228
multithreading,1669475,0,1,1,2179,0,310,1410196247,133,1.02228
multithreading,127480,0,1,1,13217,0,1774,1398428751,270,1.02228
multithreading,813040,0,1,1,1297,0,3054,1415379881,73,1.02228
multithreading,3426025,0,1,1,873,0,549,1418389230,39,1.02228
multithreading,27739,0,1,1,2042,0,589,1398287290,271,1.02228
multithreading,15721,0,1,1,32575,0,665,1393365152,328,1.02228
multithreading,1904517,0,1,1,5090,0,1034,1417490879,49,1.02228
multithreading,350136,0,1,1,654,0,405,1417982944,43,1.02228
multithreading,2301843,0,1,1,922,0,596,1396014261,298,1.02228
multithreading,241506,0,1,1,999,0,652,1413473707,96,1.02228
multithreading,3288910,0,1,1,1253,0,778,1413003263,101,1.02228
multithreading,3902672,0,1,1,91,0,2091,1407005992,170,1.02228
multithreading,3510195,0,1,1,184,0,315,1411715500,116,1.02228
multithreading,2311148,0,1,1,15994,0,248,1418681396,35,1.02228
multithreading,1791578,0,1,1,2690,0,907,1399493728,257,1.02228
multithreading,1998602,0,1,1,413,0,134,1395366512,305,1.02228
multithreading,3898076,0,1,1,663,0,1526,1416286771,63,1.02228
multithreading,629118,0,1,1,10840,0,810,1403211003,214,1.02228
multithreading,227294,0,1,1,2596,0,1062,1401621932,233,1.02228
multithreading,546205,0,1,1,9655,0,156,1409394103,143,1.02228
multithreading,2957955,0,1,1,164,0,368,1399730966,255,1.02228
multithreading,765009,0,1,1,3962,0,565,1397686357,278,1.02228
multithreading,1908338,0,1,1,36,0,494,1414318775,86,1.02228
multithreading,3200886,0,1,1,118,0,3056,1390463825,362,1.02228
multithreading,116249,0,1,1,7869,0,1815,1393199700,330,1.02228
multithreading,967300,0,1,1,786,0,280,1394149081,319,1.02228
multithreading,235710,0,1,1,26785,0,314,1395824344,300,1.02228
multithreading,2375159,0,1,1,110,0,993,1401108065,239,1.02228
multithreading,2893307,0,1,1,419,0,1086,1403509685,211,1.02228
multithreading,104237,0,1,1,758,0,4100,1415923602,67,1.02228
multithreading,3679344,0,1,1,119,0,368,1402096569,227,1.02228
multithreading,2101267,0,1,1,17523,0,601,1417798957,45,1.02228
multithreading,387927,0,1,1,22872,0,469,1404142149,204,1.02228
multithreading,3374633,0,1,1,51,0,651,1397198236,284,1.02228
multithreading,1262764,0,1,1,551,0,277,1415873165,68,1.02228
multithreading,3308100,0,1,1,429,0,410,1396641497,290,1.02228
multithreading,2551697,0,1,1,37,0,415,1396469533,292,1.02228
multithreading,322642,0,1,1,10466,0,334,1411908652,114,1.02228
multithreading,706724,0,1,1,9466,0,970,1390369754,363,1.02228
multithreading,146935,0,1,1,1117,0,389,1404767793,196,1.02228
multithreading,3737699,0,1,1,51,0,1960,1415877268,68,1.02228
multithreading,3227998,0,1,1,46,0,403,1394526215,315,1.02228
multithreading,246492,0,1,1,170,0,176,1399668511,255,1.02228
multithreading,4279752,0,1,1,231,0,1028,1419431580,27,1.02228
multithreading,1508907,0,1,1,1898,0,2079,1413629207,94,1.02228
multithreading,628588,0,1,1,28,0,1946,1389774631,370,1.02228
multithreading,307990,0,1,1,6393,0,2370,1388841887,381,1.02228
multithreading,1584654,0,1,1,2837,0,586,1417363910,51,1.02228
multithreading,1204061,0,1,1,1908,0,1780,1389303208,375,1.02228
multithreading,2208084,0,1,1,84,0,1064,1419243366,29,1.02228
multithreading,339545,0,1,1,1921,0,740,1419023321,31,1.02228
multithreading,3657155,0,1,1,310,0,106,1402918826,218,1.02228
multithreading,3261194,0,1,1,26,0,377,1391282630,352,1.02228
multithreading,810297,0,1,1,183,0,194,1409316437,144,1.02228
multithreading,3490728,0,1,1,79,0,1508,1398353972,271,1.02228
multithreading,1074097,0,1,1,8584,0,205,1398833717,265,1.02228
multithreading,3991603,0,1,1,51,0,893,1409351771,143,1.02228
multithreading,2092870,0,1,1,1261,0,452,1392047090,344,1.02228
multithreading,2534472,0,1,1,673,0,281,1414406660,85,1.02228
multithreading,1526758,0,1,1,319,0,1509,1412528667,106,1.02228
multithreading,2733333,0,1,1,876,0,569,1406498222,176,1.02228
multithreading,1833961,0,1,1,1068,0,1915,1409743046,139,1.02228
multithreading,1612355,0,1,1,1338,0,228,1416479529,61,1.02228
multithreading,1358076,0,1,1,236,0,387,1415620596,71,1.02228
multithreading,2244608,0,1,1,1150,0,4896,1393398452,328,1.02228
multithreading,1351465,0,1,1,1909,0,1417,1390713067,359,1.02228
multithreading,1951967,0,1,1,526,0,402,1400168756,250,1.02228
multithreading,1693725,0,1,1,1986,0,1064,1407912954,160,1.02228
multithreading,1028256,0,1,1,488,0,2731,1416678427,58,1.02228
multithreading,4197387,0,1,1,200,0,134,1414658306,82,1.02228
multithreading,188676,0,1,1,115,0,316,1401477801,234,1.02228
multithreading,2051454,0,1,1,3549,0,1074,1405537028,187,1.02228
multithreading,442277,0,1,1,411,0,117,1415825161,68,1.02228
multithreading,348189,0,1,1,3028,0,1325,1410205767,133,1.02228
multithreading,527718,0,1,1,872,0,712,1414506547,84,1.02228
multithreading,973339,0,1,1,2500,0,360,1412954286,102,1.02228
multithreading,915484,0,1,1,5113,0,2961,1391421533,351,1.02228
multithreading,1290557,0,1,1,599,0,562,1391149656,354,1.02228
multithreading,2185582,0,1,1,691,0,386,1404930637,194,1.02228
multithreading,2057248,0,1,1,26,0,219,1393366770,328,1.02228
multithreading,86485,0,1,1,10729,0,2011,1392733364,336,1.02228
multithreading,1014752,0,1,1,116,0,1215,1411549713,118,1.02228
multithreading,2055483,0,1,1,110,0,697,1404135077,204,1.02228
multithreading,2262349,0,1,1,465,0,2127,1405418334,189,1.02228
multithreading,1851024,0,1,1,6852,0,929,1389517370,373,1.02228
multithreading,1614888,0,1,1,1091,0,1327,1393082279,332,1.02228
multithreading,1636209,0,1,1,1171,0,325,1390324543,363,1.02228
multithreading,1846516,0,1,1,733,0,171,1413394485,96,1.02228
multithreading,394010,0,1,1,15371,0,793,1412045776,112,1.02228
multithreading,107591,0,1,1,14897,0,3718,1395313165,306,1.02228
multithreading,3148941,0,1,1,1325,0,765,1390893103,357,1.02228
multithreading,226648,0,1,1,8502,0,459,1394992424,309,1.02228
multithreading,878732,0,1,1,3015,0,823,1389881693,369,1.02228
multithreading,1202025,0,1,1,55235,0,158,1410669668,128,1.02228
multithreading,3008950,0,1,1,332,0,639,1392971488,333,1.02228
multithreading,1393963,0,1,1,381,0,1239,1397471226,281,1.02228
multithreading,114601,0,1,1,375,0,2800,1408239882,156,1.02228
multithreading,180100,0,1,1,20006,0,368,1413137619,99,1.02228
multithreading,493939,0,1,1,54681,0,979,1401264754,237,1.02228
multithreading,148870,0,1,1,177295,0,392,1399870823,253,1.02228
multithreading,948268,0,1,1,3113,0,541,1407156043,169,1.02228
multithreading,987823,0,1,1,120,0,778,1415445811,73,1.02228
multithreading,1287021,0,1,1,46,0,1184,1403984327,205,1.02228
multithreading,1356130,0,1,1,1386,0,378,1396437244,293,1.02228
multithreading,2709026,0,1,1,620,0,678,1394218665,318,1.02228
multithreading,1335209,0,1,1,1669,0,257,1390712861,359,1.02228
multithreading,150339,0,1,1,17233,0,1573,1400768260,243,1.02228
multithreading,1977887,0,1,1,188,0,972,1413907436,91,1.02228
multithreading,454312,0,1,1,3269,0,207,1403375664,212,1.02228
multithreading,2185634,0,1,1,775,0,196,1415399488,73,1.02228
multithreading,2746879,0,1,1,712,0,4260,1392814017,335,1.02228
multithreading,618059,0,1,1,3729,0,2060,1401726091,232,1.02228
multithreading,854864,0,1,1,2807,0,447,1389166213,377,1.02228
multithreading,1347157,0,1,1,1484,0,617,1392756445,335,1.02228
multithreading,1130032,0,1,1,2416,0,963,1404464414,200,1.02228
multithreading,95462,0,1,1,4435,0,766,1394368510,317,1.02228
multithreading,599346,0,1,1,16784,0,386,1418915923,33,1.02228
multithreading,4109045,0,1,1,1574,0,227,1414349085,85,1.02228
multithreading,1576010,0,1,1,1078,0,2032,1392819286,335,1.02228
multithreading,1157935,0,1,1,2260,0,474,1400182538,249,1.02228
multithreading,3161163,0,1,1,208,0,720,1389051119,378,1.02228
multithreading,1447388,0,1,1,142,0,682,1403142125,215,1.02228
multithreading,1342316,0,1,1,37,0,3831,1405091354,193,1.02228
multithreading,1377895,0,1,1,1358,0,823,1389432365,374,1.02228
multithreading,2186072,0,1,1,136,0,1082,1414516032,83,1.02228
multithreading,3007501,0,1,1,41,0,5064,1405336203,190,1.02228
multithreading,2924127,0,1,1,123,0,130,1412742053,104,1.02228
html,3252505,0,1,1,132,0,366,1391947293,345,1.02228
html,603369,0,1,1,3220,0,857,1399493065,257,1.02228
html,2396539,0,1,1,13042,0,466,1404988837,194,1.02228
html,137650,0,1,1,7559,0,315,1405026839,193,1.02228
html,1530938,0,1,1,10480,0,402,1412271294,109,1.02228
html,2618053,0,1,1,113,0,946,1399376729,259,1.02228
html,3203548,0,1,1,36,0,113,1402850395,219,1.02228
html,790454,0,1,1,2724,0,151,1400515362,246,1.02228
html,2291425,0,1,1,378,0,271,1391727348,347,1.02228
html,3968088,0,1,1,43,0,376,1414004823,89,1.02228
html,3085390,0,1,1,114,0,1040,1394685832,313,1.02228
html,2662614,0,1,1,303,0,273,1395982233,298,1.02228
html,3759098,0,1,1,20,0,3325,1403588659,210,1.02228
html,3277882,0,1,1,26,0,1300,1393596310,326,1.02228
html,722331,0,1,1,13072,0,694,1388900782,380,1.02228
html,131929,0,1,1,5894,0,281,1388610068,383,1.02228
html,2106516,0,1,1,3288,0,348,1404979785,194,1.02228
html,2682232,0,1,1,1358,0,155,1412086529,112,1.02228
html,1619950,0,1,1,799,0,330,1414576134,83,1.02228
html,2208100,0,1,1,112,0,94,1396917083,287,1.02228
html,1078583,0,1,1,23395,0,706,1400367948,247,1.02228
html,3454759,0,1,1,54,0,537,1409055524,147,1.02228
html,391227,0,1,1,5255,0,55,1414355347,85,1.02228
html,2528905,0,1,1,201,0,454,1414487426,84,1.02228
html,4136507,0,1,1,545,0,141,1413294984,98,1.02228
html,3636601,0,1,1,11652,0,44,1400748698,243,1.02228
html,3199416,0,1,1,141,0,99,1399641978,256,1.02228
html,1225728,0,1,1,46,0,318,1406021633,182,1.02228
html,83108,0,1,1,2505,0,116,1413459803,96,1.02228
html,1363731,0,1,1,1702,0,943,1410919453,125,1.02228
html,1567456,0,1,1,211,0,648,1403275822,214,1.02228
html,1820501,0,1,1,3699,0,231,1394425364,316,1.02228
html,1758149,0,1,1,929,0,658,1413483528,95,1.02228
html,2330678,0,1,1,171,0,501,1420052584,19,1.02228
html,3760899,0,1,1,594,0,1081,1412399089,108,1.02228
html,2232744,0,1,1,2320,0,126,1400853581,242,1.02228
html,256201,0,1,1,132,0,67,1396427444,293,1.02228
html,2626445,0,1,1,432,0,2136,1391227096,353,1.02228
html,2902894,0,1,1,222,0,1117,1416918750,56,1.02228
html,4253629,0,1,1,61,0,1681,1416599112,59,1.02228
html,2364405,0,1,1,354,0,1929,1413793725,92,1.02228
html,811838,0,1,1,211,0,155,1405695993,186,1.02228
html,1093369,0,1,1,125,0,859,1395144989,308,1.02228
html,1643132,0,1,1,229,0,213,1414591824,83,1.02228
html,478399,0,1,1,66421,0,1332,1415288072,75,1.02228
html,166538,0,1,1,29648,0,1574,1406285522,179,1.02228
html,2353324,0,1,1,727,0,1851,1411424086,119,1.02228
html,1992129,0,1,1,2886,0,4376,1390841959,358,1.02228
html,1319248,0,1,1,1888,0,692,1410024174,135,1.02228
html,1218618,0,1,1,3243,0,312,1392624393,337,1.02228
html,2218297,0,1,1,80,0,175,1398268948,272,1.02228
html,1868281,0,1,1,141,0,79,1398114693,273,1.02228
html,2650960,0,1,1,664,0,245,1413748795,92,1.02228
html,3599806,0,1,1,16,0,330,1408760504,150,1.02228
html,3789869,0,1,1,87,0,74,1411495655,118,1.02228
html,93988,0,1,1,15629,0,314,1388786505,381,1.02228
html,1878022,0,1,1,380,0,1306,1416398729,62,1.02228
html,2195260,0,1,1,36,0,66,1388926534,380,1.02228
html,695343,0,1,1,13405,0,980,1389740006,370,1.02228
html,3250087,0,1,1,1044,0,572,1396880734,288,1.02228
html,289625,0,1,1,4759,0,1523,1404917008,195,1.02228
html,1267663,0,1,1,2975,0,1805,1404230367,203,1.02228
html,682495,0,1,1,16266,0,375,1400179245,249,1.02228
html,840960,0,1,1,6411,0,464,1398865547,265,1.02228
html,1707967,0,1,1,74,0,2781,1404196661,203,1.02228
html,40961,0,1,1,4521,0,380,1392002352,344,1.02228
html,3543756,0,1,1,169,0,730,1397709302,278,1.02228
html,1340782,0,1,1,366,0,3175,1418176294,41,1.02228
html,3356353,0,1,1,1156,0,342,1395855201,299,1.02228
html,1175107,0,1,1,42,0,256,1411115285,123,1.02228
html,1097634,0,1,1,6195,0,339,1396855629,288,1.02228
html,457129,0,1,1,381,0,269,1397187909,284,1.02228
html,1257080,0,1,1,618,0,2085,1398346934,271,1.02228
html,912130,0,1,1,1380,0,450,1415969694,67,1.02228
html,2968881,0,1,1,413,0,462,1401878835,230,1.02228
html,2955553,0,1,1,36,0,118,1393105411,331,1.02228
html,1001413,0,1,1,1756,0,1793,1396967207,287,1.02228
html,2998271,0,1,1,24874,0,427,1408789586,150,1.02228
html,4288157,0,1,1,530,0,127,1417437060,50,1.02228
html,985315,0,1,1,932,0,811,1391426758,351,1.02228
html,3181424,0,1,1,1964,0,1175,1402671359,221,1.02228
html,2432911,0,1,1,407,0,1239,1400082771,251,1.02228
html,1021426,0,1,1,1445,0,918,1396461871,292,1.02228
html,3145374,0,1,1,78,0,694,1389866051,369,1.02228
html,25097,0,1,1,2318,0,533,1395031635,309,1.02228
html,2417784,0,1,1,72,0,481,1398854384,265,1.02228
html,2767029,0,1,1,464,0,789,1395694115,301,1.02228
html,1930444,0,1,1,543,0,487,1391016803,355,1.02228
html,3713995,0,1,1,784,0,1134,1406351433,178,1.02228
html,1906362,0,1,1,1310,0,513,1417819103,45,1.02228
html,2149440,0,1,1,8127,0,694,1394397236,316,1.02228
html,4184746,0,1,1,119,0,124,1419912075,21,1.02228
html,4313210,0,1,1,70,0,673,1417513299,49,1.02228
html,471160,0,1,1,13887,0,1115,1392027429,344,1.02228
html,2696260,0,1,1,16574,0,528,1391670207,348,1.02228
html,2425857,0,1,1,1259,0,459,1389500043,373,1.02228
html,1450002,0,1,1,312,0,313,1415193007,76,1.02228
html,3794870,0,1,1,28,0,103,1407272063,167,1.02228
html,2965839,0,1,1,178,0,95,1410767837,127,1.02228
html,2040040,0,1,1,5963,0,967,1394374241,317,1.02228
html,903941,0,1,1,75,0,851,1396876186,288,1.02228
html,1881761,0,1,1,317,0,405,1418404613,38,1.02228
html,909260,0,1,1,141,0,1103,1399478584,258,1.02228
html,2599879,0,1,1,54,0,260,1396358525,294,1.02228
html,354831,0,1,1,5694,0,956,1388608461,383,1.02228
html,3084258,0,1,1,1115,0,259,1396415875,293,1.02228
html,281437,0,1,1,855,0,2313,1413399609,96,1.02228
html,3007675,0,1,1,56,0,228,1390811700,358,1.02228
html,2187273,0,1,1,3999,0,1180,1396883584,288,1.02228
html,2598988,0,1,1,14554,0,167,1398598212,268,1.02228
html,1899014,0,1,1,55,0,123,1388788636,381,1.02228
html,3593053,0,1,1,124,0,513,1413840964,91,1.02228
html,2460637,0,1,1,802,0,827,1402749276,220,1.02228
html,1322642,0,1,1,6517,0,1915,1399233466,260,1.02228
html,614141,0,1,1,5352,0,2267,1393180756,330,1.02228
html,940710,0,1,1,121,0,142,1401436958,235,1.02228
html,3654728,0,1,1,26,0,1904,1400626362,244,1.02228
html,2946759,0,1,1,108,0,1326,1413445934,96,1.02228
html,1478148,0,1,1,182,0,526,1393781885,323,1.02228
html,1145146,0,1,1,509,0,369,1405068276,193,1.02228
html,2024011,0,1,1,452,0,2541,1389336012,375,1.02228
html,2885897,0,1,1,380,0,210,1389693141,371,1.02228
html,2230581,0,1,1,11,0,857,1417165976,53,1.02228
html,1957822,0,1,1,1877,0,95,1404735024,197,1.02228
html,20394,0,1,1,59075,0,383,1396737448,289,1.02228
html,2028821,0,1,1,138,0,272,1405012252,193,1.02228
html,1515819,0,1,1,7340,0,318,1402478980,223,1.02228
html,3963330,0,1,1,1118,0,630,1411646684,117,1.02228
html,3106753,0,1,1,1702,0,518,1389065029,378,1.02228
html,857132,0,1,1,12443,0,137,1397608752,279,1.02228
html,112079,0,1,1,22301,0,1110,1400591347,245,1.02228
html,2999215,0,1,1,220,0,618,1395099718,308,1.02228
html,3581423,0,1,1,4257,0,1310,1400519696,245,1.02228
html,4345375,0,1,1,26,0,832,1418305003,40,1.02228
html,1577363,0,1,1,559,0,2302,1404769205,196,1.02228
html,2033442,0,1,1,318,0,1859,1395464890,304,1.02228
html,1497139,0,1,1,2326,0,9026,1412401664,108,1.02228
html,1018611,0,1,1,4811,0,246,1406657967,174,1.02228
html,3025304,0,1,1,1,0,270,1398890072,264,1.02228
html,3805231,0,1,1,764,0,123,1405327847,190,1.02228
html,3166827,0,1,1,134,0,861,1389318125,375,1.02228
html,1831987,0,1,1,5198,0,181,1401503906,234,1.02228
html,3283976,0,1,1,145,0,454,1393580657,326,1.02228
html,2207894,0,1,1,1781,0,86,1395003163,309,1.02228
html,2267921,0,1,1,376,0,210,1417101350,54,1.02228
html,303810,0,1,1,12288,0,5124,1415542646,72,1.02228
html,2335640,0,1,1,40,0,1692,1407975142,159,1.02228
html,2761273,0,1,1,80,0,171,1403019984,217,1.02228
html,1167355,0,1,1,1567,0,1316,1394273295,318,1.02228
html,3061031,0,1,1,80,0,118,1400762514,243,1.02228
html,1585345,0,1,1,173,0,895,1416501344,61,1.02228
html,3620171,0,1,1,1084,0,850,1404336019,201,1.02228
html,25122,0,1,1,14623,0,288,1405438113,189,1.02228
mysql,1528623,0,1,1,67,0,447,1401906181,229,1.02228
mysql,3774281,0,1,1,56,0,511,1404074459,204,1.02228
mysql,3891464,0,1,1,43,0,2990,1408718586,151,1.02228
mysql,1284054,0,1,1,509,0,393,1414493941,84,1.02228
mysql,2401173,0,1,1,226,0,695,1388609827,383,1.02228
mysql,505714,0,1,1,5307,0,456,1390317300,364,1.02228
mysql,137650,0,1,1,7559,0,642,1416514021,60,1.02228
mysql,1784818,0,1,1,773,0,205,1414672709,82,1.02228
mysql,642513,0,1,1,56,0,989,1415860398,68,1.02228
mysql,1091152,0,1,1,336,0,209,1417603181,48,1.02228
mysql,2262910,0,1,1,921,0,388,1395405508,305,1.02228
mysql,3730206,0,1,1,645,0,660,1407783394,161,1.02228
mysql,3436942,0,1,1,3041,0,445,1409924264,137,1.02228
mysql,4176992,0,1,1,468,0,231,1419662150,24,1.02228
mysql,1138751,0,1,1,1589,0,486,1395057315,309,1.02228
mysql,1797263,0,1,1,439,0,441,1406747869,173,1.02228
mysql,184456,0,1,1,2073,0,187,1393678504,325,1.02228
mysql,2736516,0,1,1,132,0,403,1406910417,172,1.02228
mysql,797462,0,1,1,121,0,245,1398148592,273,1.02228
mysql,2853729,0,1,1,470,0,661,1406659889,174,1.02228
mysql,886619,0,1,1,971,0,146,1414159071,88,1.02228
mysql,1401720,0,1,1,5579,0,511,1395407929,305,1.02228
mysql,3475249,0,1,1,589,0,210,1396467012,292,1.02228
